"chargeback_id","payment_id","reason","chargeback_amount","currency","chargeback_status","opened_at"
"325","164893","duplicate","44.23","USD","lost","2026-07-12T17:43:46.4374339+00:00"
"326","183054","service_not_received","44.54","MXN","won","2026-07-16T10:22:46.4374339+00:00"
"327","102095","unauthorized","41.86","COP","lost","2026-07-31T02:24:46.4374339+00:00"
"328","183891","unauthorized","117.59","MXN","won","2026-07-11T21:59:46.4374339+00:00"
"329","130169","service_not_received","42.56","USD","won","2026-06-22T16:34:46.4374339+00:00"
"330","225443","duplicate","105.75","USD","lost","2026-07-15T07:03:46.4374339+00:00"
"331","216012","unauthorized","91.05","MXN","open","2026-08-08T01:49:46.4374339+00:00"
"332","185274","service_not_received","51.27","COP","lost","2026-07-15T18:04:46.4374339+00:00"
"333","189081","fraud","140.47","COP","open","2026-08-15T08:42:46.4374339+00:00"
"334","233981","service_not_received","126.59","MXN","won","2026-07-29T18:00:46.4374339+00:00"
"335","107174","service_not_received","77.78","MXN","open","2026-08-09T18:50:46.4394513+00:00"
"336","246068","unauthorized","67.37","COP","won","2026-08-15T21:49:46.4394513+00:00"
"337","118307","service_not_received","70.88","COP","won","2026-07-21T20:22:46.4394513+00:00"
"338","149606","fraud","103.51","MXN","won","2026-08-14T22:46:46.4394513+00:00"
"339","143262","fraud","77.4","USD","open","2026-07-29T14:34:46.4394513+00:00"
"340","50491","service_not_received","141.21","MXN","won","2026-07-29T19:17:46.4394513+00:00"
"341","224198","duplicate","14.66","USD","lost","2026-08-07T03:12:46.4394513+00:00"
"342","218383","service_not_received","149.5","COP","won","2026-08-03T16:15:46.4394513+00:00"
"343","51550","fraud","63.82","MXN","won","2026-07-14T10:02:46.4394513+00:00"
"344","137788","unauthorized","82.59","USD","won","2026-07-25T12:53:46.4394513+00:00"
"345","71011","unauthorized","112.21","COP","open","2026-07-08T03:47:46.4394513+00:00"
"346","165448","service_not_received","47.54","MXN","won","2026-08-11T13:13:46.4394513+00:00"
"347","160402","fraud","30.74","MXN","lost","2026-07-27T08:51:46.4394513+00:00"
"348","54212","unauthorized","73.68","USD","won","2026-07-22T05:42:46.4408726+00:00"
"349","140762","service_not_received","96.84","COP","won","2026-08-12T18:38:46.4408726+00:00"
"350","130514","fraud","120.28","USD","open","2026-06-23T21:44:46.4408726+00:00"
"351","184296","service_not_received","62.64","MXN","open","2026-07-18T07:16:46.4408726+00:00"
"352","124612","duplicate","98.13","USD","open","2026-07-20T22:58:46.4408726+00:00"
"353","24365","unauthorized","118.86","MXN","won","2026-07-23T05:38:46.4408726+00:00"
"354","32419","service_not_received","17.91","COP","won","2026-08-02T15:52:46.4408726+00:00"
"355","45696","fraud","47.77","USD","open","2026-06-23T11:08:46.4408726+00:00"
"356","94519","service_not_received","30.17","USD","won","2026-06-29T09:07:46.4408726+00:00"
"357","79184","service_not_received","140","MXN","open","2026-08-10T17:52:46.4408726+00:00"
"358","37983","unauthorized","58.02","MXN","won","2026-07-23T08:56:46.4408726+00:00"
"359","106904","duplicate","132.5","USD","open","2026-07-12T13:00:46.4408726+00:00"
"360","154150","unauthorized","41.58","COP","open","2026-07-29T14:52:46.4408726+00:00"
"361","89492","fraud","88.46","COP","won","2026-07-17T13:07:46.4408726+00:00"
"362","33625","fraud","138.96","USD","won","2026-07-11T02:14:46.4408726+00:00"
"363","107289","unauthorized","99.55","USD","lost","2026-08-10T19:29:46.4408726+00:00"
"364","117480","unauthorized","127.66","MXN","lost","2026-08-10T15:22:46.4408726+00:00"
"365","199462","fraud","36.93","MXN","lost","2026-07-30T19:16:46.4408726+00:00"
"366","55538","unauthorized","8.77","USD","lost","2026-06-24T02:11:46.4408726+00:00"
"367","45176","duplicate","53.43","USD","lost","2026-06-22T08:57:46.4408726+00:00"
"368","45737","unauthorized","80.8","MXN","lost","2026-07-05T11:11:46.4408726+00:00"
"369","247055","fraud","63.79","MXN","won","2026-08-09T15:03:46.4408726+00:00"
"370","21349","unauthorized","133.44","USD","open","2026-07-08T16:37:46.4408726+00:00"
"371","49713","unauthorized","35.15","MXN","lost","2026-07-08T13:19:46.4408726+00:00"
"372","185641","fraud","36.93","COP","lost","2026-08-01T11:41:46.4408726+00:00"
"373","165364","fraud","32.49","MXN","won","2026-08-15T03:09:46.4408726+00:00"
"374","71971","fraud","38.78","COP","open","2026-08-07T13:40:46.4408726+00:00"
"375","232674","unauthorized","59.18","COP","won","2026-07-13T12:52:46.4408726+00:00"
"376","8188","service_not_received","115.21","MXN","lost","2026-08-16T08:22:46.4408726+00:00"
"377","145850","duplicate","72.85","USD","won","2026-07-27T16:02:46.4408726+00:00"
"378","78872","fraud","43.17","MXN","won","2026-08-09T21:37:46.4408726+00:00"
"379","225899","service_not_received","12.71","COP","lost","2026-07-28T18:07:46.4408726+00:00"
"380","223496","unauthorized","85.33","COP","open","2026-08-11T14:56:46.4408726+00:00"
"381","223602","duplicate","55.88","MXN","lost","2026-08-17T15:36:46.4408726+00:00"
"382","238391","fraud","79.3","MXN","won","2026-07-16T20:17:46.4408726+00:00"
"383","200001","fraud","79.4","USD","open","2026-07-18T19:56:46.4408726+00:00"
"384","119084","duplicate","30.13","MXN","lost","2026-08-14T20:59:46.4446391+00:00"
"385","37972","fraud","107.94","USD","lost","2026-08-12T20:17:46.4446391+00:00"
"386","179087","service_not_received","129.6","COP","lost","2026-07-13T23:49:46.4446391+00:00"
"387","18739","service_not_received","27.27","USD","won","2026-07-01T10:47:46.4446391+00:00"
"388","145048","fraud","31.87","USD","lost","2026-07-24T22:17:46.4446391+00:00"
"389","110150","duplicate","31.87","USD","lost","2026-07-01T14:28:46.4446391+00:00"
"390","103679","service_not_received","80.03","MXN","won","2026-08-08T06:17:46.4446391+00:00"
"391","183424","unauthorized","80.35","USD","lost","2026-07-07T02:49:46.4446391+00:00"
"392","202221","duplicate","68.84","COP","lost","2026-07-20T15:51:46.4446391+00:00"
"393","193629","unauthorized","38.83","MXN","won","2026-07-28T03:53:46.4446391+00:00"
"394","154300","duplicate","103.61","COP","open","2026-07-06T22:46:46.4446391+00:00"
"395","185918","duplicate","88.69","USD","lost","2026-07-14T16:26:46.4446391+00:00"
"396","195673","unauthorized","79.19","MXN","won","2026-07-26T21:14:46.5128613+00:00"
"397","157999","fraud","110.72","COP","lost","2026-06-27T04:48:46.5144004+00:00"
"398","81507","fraud","81.36","MXN","open","2026-07-16T16:04:46.5144004+00:00"
"399","148996","fraud","141.38","MXN","lost","2026-06-21T06:58:46.5144004+00:00"
"400","2900","service_not_received","110.44","MXN","lost","2026-06-19T18:55:46.5144004+00:00"
"401","170596","unauthorized","55.8","USD","lost","2026-08-16T05:17:46.5144004+00:00"
"402","210092","fraud","107.12","MXN","open","2026-07-19T23:57:46.5144004+00:00"
"403","203554","duplicate","138.03","USD","won","2026-08-10T15:30:46.5144004+00:00"
"404","198925","service_not_received","101.24","MXN","open","2026-06-25T03:49:46.5144004+00:00"
"405","85551","duplicate","117.62","USD","open","2026-06-23T13:37:46.5144004+00:00"
"406","154691","fraud","117","COP","open","2026-07-03T12:39:46.5144004+00:00"
"407","203746","service_not_received","113.46","MXN","open","2026-07-13T20:38:46.5144004+00:00"
"408","189223","service_not_received","47.37","MXN","won","2026-06-20T22:13:46.5144004+00:00"
"409","176672","duplicate","48.41","COP","lost","2026-07-24T16:18:46.5144004+00:00"
"410","81964","duplicate","105.69","MXN","won","2026-08-01T07:08:46.5144004+00:00"
"411","100655","fraud","97.14","MXN","open","2026-08-15T09:25:46.5144004+00:00"
"412","122707","duplicate","80.04","MXN","won","2026-07-11T12:31:46.5144004+00:00"
"413","84929","unauthorized","149.65","COP","won","2026-07-27T21:46:46.5144004+00:00"
"414","130373","unauthorized","20.4","COP","lost","2026-07-24T12:42:46.5144004+00:00"
"415","80818","duplicate","12.49","USD","won","2026-08-12T21:31:46.5144004+00:00"
"416","26278","service_not_received","45.09","MXN","lost","2026-07-22T10:28:46.5144004+00:00"
"417","57115","fraud","9.55","MXN","open","2026-07-22T03:07:46.5144004+00:00"
"418","95508","fraud","20.66","USD","lost","2026-07-15T20:06:46.5144004+00:00"
"419","32256","fraud","33.66","MXN","won","2026-06-25T09:55:46.5144004+00:00"
"420","13980","duplicate","121.39","COP","open","2026-08-01T05:07:46.5144004+00:00"
"421","167866","duplicate","72.75","COP","won","2026-07-15T12:18:46.5144004+00:00"
"422","180894","fraud","128.48","USD","lost","2026-07-19T23:37:46.5144004+00:00"
"423","175320","fraud","54.71","COP","open","2026-06-30T13:51:46.5144004+00:00"
"424","191574","unauthorized","77.32","COP","won","2026-07-11T18:05:46.5144004+00:00"
"425","185192","fraud","92.41","MXN","open","2026-08-18T23:36:46.5144004+00:00"
"426","225533","duplicate","100.95","MXN","open","2026-08-08T09:36:46.5144004+00:00"
"427","173721","duplicate","37.28","COP","lost","2026-07-09T21:19:46.5144004+00:00"
"428","80992","fraud","15.96","MXN","open","2026-08-06T12:03:46.5144004+00:00"
"429","18286","unauthorized","58.27","COP","lost","2026-08-12T05:28:46.5144004+00:00"
"430","136274","unauthorized","141.1","COP","open","2026-07-19T09:34:46.5144004+00:00"
"431","135122","unauthorized","40.23","MXN","won","2026-08-16T14:04:46.5144004+00:00"
"432","70935","unauthorized","37.2","COP","lost","2026-08-16T04:29:46.5144004+00:00"
"433","37857","service_not_received","77.53","USD","lost","2026-07-31T00:35:46.5144004+00:00"
"434","206971","service_not_received","53.33","USD","lost","2026-06-28T23:21:46.5144004+00:00"
"435","225863","duplicate","14.4","USD","lost","2026-07-02T00:09:46.5144004+00:00"
"436","164406","duplicate","99.02","USD","lost","2026-07-20T21:41:46.5144004+00:00"
"437","76873","duplicate","118.24","MXN","open","2026-06-21T21:56:46.5144004+00:00"
"438","75439","service_not_received","87.94","COP","lost","2026-06-23T07:43:46.5144004+00:00"
"439","18360","duplicate","11.26","MXN","lost","2026-07-28T23:48:46.5144004+00:00"
"440","215276","duplicate","96.61","MXN","lost","2026-07-19T23:49:46.5144004+00:00"
"441","191796","unauthorized","130.62","MXN","open","2026-08-14T21:13:46.5144004+00:00"
"442","181058","unauthorized","124.57","USD","open","2026-06-30T09:27:46.5144004+00:00"
"443","229186","fraud","15.61","MXN","won","2026-07-31T04:12:46.5144004+00:00"
"444","137325","duplicate","112.46","MXN","open","2026-08-05T02:21:46.5144004+00:00"
"445","249474","fraud","20.12","COP","open","2026-06-25T06:10:46.5144004+00:00"
"446","160563","fraud","108.76","USD","won","2026-07-26T13:08:46.5144004+00:00"
"447","54049","unauthorized","94.27","MXN","won","2026-08-07T18:43:46.5144004+00:00"
"448","91409","unauthorized","137.35","MXN","won","2026-08-04T01:40:46.5144004+00:00"
"449","72255","fraud","49.67","COP","lost","2026-07-26T01:09:46.5144004+00:00"
"450","206855","fraud","126.37","MXN","won","2026-07-30T06:01:46.5144004+00:00"
"451","69606","service_not_received","50.55","MXN","won","2026-08-14T07:21:46.5144004+00:00"
"452","86204","service_not_received","79.76","USD","lost","2026-07-05T00:46:46.5144004+00:00"
"453","121724","fraud","130.63","MXN","open","2026-08-10T08:20:46.5179521+00:00"
"454","69381","service_not_received","97.05","MXN","won","2026-07-16T20:07:46.5179521+00:00"
"455","122021","unauthorized","57.6","MXN","lost","2026-08-06T19:58:46.5179521+00:00"
"456","162235","service_not_received","97.69","USD","lost","2026-07-21T16:04:46.5179521+00:00"
"457","106922","duplicate","129.69","MXN","won","2026-06-24T15:02:46.5179521+00:00"
"458","100088","duplicate","24.56","USD","won","2026-08-18T05:21:46.5179521+00:00"
"459","205067","duplicate","102.93","USD","won","2026-08-18T04:52:46.5179521+00:00"
"460","89516","service_not_received","129.27","MXN","won","2026-08-04T17:21:46.5179521+00:00"
"461","145574","service_not_received","138.24","COP","lost","2026-07-22T02:35:46.5179521+00:00"
"462","176945","fraud","38.47","MXN","open","2026-06-28T22:32:46.5179521+00:00"
"463","13690","unauthorized","40.51","MXN","lost","2026-07-01T22:45:46.5179521+00:00"
"464","245811","service_not_received","8.11","COP","open","2026-07-22T02:00:46.5179521+00:00"
"465","137652","duplicate","67.98","COP","open","2026-07-18T13:48:46.5179521+00:00"
"466","226697","fraud","80.36","USD","lost","2026-08-18T10:39:46.5179521+00:00"
"467","231582","fraud","82.49","COP","lost","2026-07-17T15:22:46.5179521+00:00"
"468","208263","service_not_received","139.82","USD","won","2026-07-03T03:55:46.5179521+00:00"
"469","160030","fraud","134.16","COP","won","2026-06-30T03:38:46.5179521+00:00"
"470","179690","unauthorized","76.46","COP","open","2026-07-15T01:12:46.5179521+00:00"
"471","88780","service_not_received","130.95","COP","lost","2026-06-24T13:09:46.5179521+00:00"
"472","82826","service_not_received","16.17","MXN","won","2026-08-18T18:02:46.5179521+00:00"
"473","149473","duplicate","76.57","COP","open","2026-07-21T14:04:46.5179521+00:00"
"474","180810","fraud","144.54","USD","open","2026-08-01T03:54:46.5179521+00:00"
"475","224474","unauthorized","114.27","COP","lost","2026-07-09T08:26:46.5179521+00:00"
"476","228567","unauthorized","63.31","COP","lost","2026-06-24T18:27:46.5179521+00:00"
"477","240205","duplicate","18.99","COP","open","2026-06-25T19:17:46.5179521+00:00"
"478","106849","unauthorized","19.87","COP","lost","2026-08-16T17:08:46.5179521+00:00"
"479","32586","unauthorized","106.2","MXN","open","2026-08-19T10:15:46.5179521+00:00"
"480","242779","unauthorized","121.46","USD","open","2026-07-31T07:21:46.5179521+00:00"
"481","25413","duplicate","27.23","COP","open","2026-07-19T12:09:46.5179521+00:00"
"482","32002","unauthorized","76.76","USD","won","2026-07-26T21:17:46.5179521+00:00"
"483","231072","duplicate","98.08","COP","open","2026-08-03T05:12:46.5179521+00:00"
"484","36084","fraud","8.41","USD","open","2026-07-13T22:03:46.5179521+00:00"
"485","108659","duplicate","123.31","COP","lost","2026-08-02T20:33:46.5179521+00:00"
"486","163782","service_not_received","79.34","MXN","won","2026-08-14T07:35:46.5179521+00:00"
"487","3464","unauthorized","51.51","COP","lost","2026-07-26T01:20:46.5179521+00:00"
"488","200294","fraud","83.5","USD","won","2026-06-27T18:37:46.5179521+00:00"
"489","24642","duplicate","106.57","USD","won","2026-08-15T16:30:46.5179521+00:00"
"490","141249","fraud","45.09","MXN","lost","2026-08-15T06:06:46.5179521+00:00"
"491","211199","duplicate","48.12","USD","open","2026-08-15T06:08:46.5179521+00:00"
"492","177064","unauthorized","136.06","COP","lost","2026-07-03T13:22:46.5179521+00:00"
"493","197962","unauthorized","44.66","USD","won","2026-08-16T15:12:46.5179521+00:00"
"494","239129","service_not_received","25.37","MXN","open","2026-08-15T14:26:46.5179521+00:00"
"495","184833","duplicate","31.86","USD","won","2026-07-05T10:08:46.5179521+00:00"
"496","236457","service_not_received","88.44","MXN","open","2026-08-01T17:23:46.5179521+00:00"
"497","229808","duplicate","110.75","COP","lost","2026-07-29T23:22:46.5179521+00:00"
"498","109129","duplicate","34.58","MXN","lost","2026-07-01T18:31:46.5179521+00:00"
"499","229618","fraud","144.06","USD","won","2026-08-16T11:07:46.5179521+00:00"
"500","177968","duplicate","30.63","COP","won","2026-07-24T20:29:46.5179521+00:00"
"501","187190","duplicate","109.78","MXN","won","2026-08-01T18:45:46.5179521+00:00"
"502","201425","duplicate","94.56","USD","won","2026-07-10T15:00:46.5179521+00:00"
"503","194603","unauthorized","101.99","COP","open","2026-07-10T11:18:46.5179521+00:00"
"504","59861","service_not_received","15.39","MXN","open","2026-06-22T09:08:46.5179521+00:00"
"505","133094","service_not_received","128.73","MXN","open","2026-08-05T08:31:46.5179521+00:00"
"506","67209","service_not_received","69.38","USD","won","2026-08-18T04:07:46.5179521+00:00"
"507","44141","fraud","140.12","MXN","lost","2026-06-29T08:05:46.5179521+00:00"
"508","43635","unauthorized","64.99","MXN","open","2026-07-28T09:19:46.5179521+00:00"
"509","19294","service_not_received","104.76","USD","lost","2026-07-20T14:37:46.5179521+00:00"
"510","157363","fraud","106.48","COP","open","2026-06-21T05:56:46.5179521+00:00"
"511","44385","fraud","59.37","USD","open","2026-07-03T09:28:46.5179521+00:00"
"512","42273","unauthorized","63.96","USD","lost","2026-07-11T05:15:46.5179521+00:00"
"513","74517","service_not_received","23.54","COP","open","2026-07-21T10:29:46.5179521+00:00"
"514","237390","duplicate","137.48","COP","open","2026-07-14T19:58:46.5179521+00:00"
"515","110656","fraud","74.17","USD","lost","2026-08-11T20:51:46.5179521+00:00"
"516","83135","unauthorized","127.63","USD","open","2026-06-27T23:11:46.5179521+00:00"
"517","153898","unauthorized","73.26","MXN","lost","2026-07-14T18:28:46.5179521+00:00"
"518","195655","service_not_received","30.89","MXN","lost","2026-07-17T02:35:46.5179521+00:00"
"519","230958","fraud","116.41","MXN","open","2026-08-05T17:59:46.5179521+00:00"
"520","199404","unauthorized","78.72","MXN","won","2026-08-07T02:04:46.5179521+00:00"
"521","171992","unauthorized","19.35","MXN","open","2026-08-06T07:18:46.5179521+00:00"
"522","75507","unauthorized","64.21","USD","lost","2026-08-09T05:23:46.5179521+00:00"
"523","109383","duplicate","20.99","COP","open","2026-08-14T20:46:46.5179521+00:00"
"524","218732","duplicate","124.64","USD","open","2026-07-17T14:35:46.5179521+00:00"
"525","26945","fraud","142.78","COP","won","2026-08-07T04:28:46.5179521+00:00"
"526","216654","unauthorized","53.41","MXN","lost","2026-07-12T10:32:46.5179521+00:00"
"527","94349","service_not_received","135.38","MXN","open","2026-07-06T16:33:46.5179521+00:00"
"528","31761","service_not_received","73.11","COP","won","2026-07-30T20:25:46.5179521+00:00"
"529","186883","unauthorized","31.66","COP","open","2026-07-19T08:56:46.5179521+00:00"
"530","200659","duplicate","6.92","USD","lost","2026-07-25T02:55:46.5179521+00:00"
"531","17757","fraud","99.32","MXN","won","2026-07-10T04:46:46.5179521+00:00"
"532","27333","duplicate","120.69","COP","lost","2026-07-11T09:36:46.5179521+00:00"
"533","27542","service_not_received","97.12","COP","won","2026-07-28T06:18:46.5179521+00:00"
"534","100852","service_not_received","88.64","COP","lost","2026-07-01T18:27:46.5179521+00:00"
"535","36566","fraud","113.63","USD","won","2026-07-23T14:04:46.5179521+00:00"
"536","87545","unauthorized","112.59","COP","lost","2026-07-15T05:00:46.5179521+00:00"
"537","30870","duplicate","17.08","USD","lost","2026-07-14T20:28:46.5179521+00:00"
"538","196047","unauthorized","140.97","COP","open","2026-07-01T23:50:46.5179521+00:00"
"539","113961","fraud","91.34","MXN","lost","2026-08-13T18:30:46.5179521+00:00"
"540","123087","service_not_received","97.64","MXN","won","2026-07-18T12:20:46.5179521+00:00"
"541","47254","duplicate","85.76","USD","lost","2026-07-05T18:35:46.5179521+00:00"
"542","104238","fraud","66.43","COP","won","2026-08-12T16:37:46.5179521+00:00"
"543","19989","duplicate","67.07","MXN","lost","2026-06-22T10:07:46.5179521+00:00"
"544","144779","duplicate","100.69","USD","lost","2026-08-11T14:54:46.5179521+00:00"
"545","165173","fraud","119.92","COP","open","2026-07-22T01:26:46.5179521+00:00"
"546","45192","fraud","19.95","COP","won","2026-08-19T12:47:46.5179521+00:00"
"547","138012","fraud","88.92","USD","open","2026-07-19T20:56:46.5179521+00:00"
"548","37407","service_not_received","99.65","USD","open","2026-07-09T00:53:46.5179521+00:00"
"549","247772","fraud","35.64","MXN","open","2026-07-30T08:33:46.5179521+00:00"
"550","204210","service_not_received","69.88","COP","lost","2026-07-24T06:35:46.5179521+00:00"
"551","70998","duplicate","104.48","COP","won","2026-06-28T13:00:46.5179521+00:00"
"552","71678","service_not_received","80.37","COP","lost","2026-07-31T00:39:46.5179521+00:00"
"553","98732","unauthorized","128.06","MXN","lost","2026-07-05T14:56:46.5179521+00:00"
"554","196088","unauthorized","61.77","MXN","open","2026-06-27T07:26:46.5179521+00:00"
"555","34395","fraud","149.84","COP","lost","2026-07-03T00:01:46.5179521+00:00"
"556","2457","fraud","21","COP","lost","2026-07-14T21:40:46.5179521+00:00"
"557","8582","unauthorized","87.24","USD","won","2026-06-25T21:37:46.5179521+00:00"
"558","54544","duplicate","14.29","MXN","won","2026-07-04T13:44:46.5179521+00:00"
"559","50918","unauthorized","90.43","COP","open","2026-06-27T03:33:46.5179521+00:00"
"560","32179","service_not_received","75.07","COP","won","2026-08-01T06:57:46.5179521+00:00"
"561","45948","unauthorized","58.2","USD","open","2026-07-30T12:54:46.5179521+00:00"
"562","79865","duplicate","87.43","MXN","lost","2026-08-12T23:54:46.5179521+00:00"
"563","239492","service_not_received","84.46","USD","lost","2026-08-16T13:00:46.5179521+00:00"
"564","106948","unauthorized","135.5","COP","won","2026-08-17T18:15:46.5179521+00:00"
"565","12464","unauthorized","64.76","MXN","won","2026-06-21T13:17:46.5179521+00:00"
"566","163381","duplicate","65.12","COP","open","2026-06-19T19:08:46.5179521+00:00"
"567","9237","fraud","119.12","COP","lost","2026-07-26T11:02:46.5179521+00:00"
"568","183661","fraud","104.66","MXN","won","2026-08-02T19:52:46.5179521+00:00"
"569","138888","service_not_received","74.13","COP","lost","2026-08-12T19:11:46.5179521+00:00"
"570","144407","service_not_received","56.99","MXN","won","2026-07-31T19:43:46.5179521+00:00"
"571","15446","unauthorized","125.35","USD","open","2026-06-22T12:31:46.5179521+00:00"
"572","160452","duplicate","125.04","USD","open","2026-07-04T05:47:46.5179521+00:00"
"573","122642","fraud","50.08","MXN","won","2026-08-18T08:14:46.5179521+00:00"
"574","91132","unauthorized","57.79","USD","open","2026-07-16T04:43:46.5179521+00:00"
"575","90361","fraud","46.36","MXN","won","2026-07-09T14:34:46.5179521+00:00"
"576","128173","unauthorized","36.72","MXN","open","2026-07-08T23:21:46.5179521+00:00"
"577","61595","unauthorized","28.29","MXN","lost","2026-08-06T18:08:46.5179521+00:00"
"578","138313","unauthorized","122.38","MXN","won","2026-08-16T02:05:46.5179521+00:00"
"579","197624","duplicate","123.58","USD","won","2026-06-26T17:20:46.5179521+00:00"
"580","13101","service_not_received","24.75","COP","lost","2026-06-25T00:29:46.5179521+00:00"
"581","33006","service_not_received","126.16","USD","won","2026-06-21T06:00:46.5179521+00:00"
"582","79903","duplicate","5.45","MXN","lost","2026-07-10T16:43:46.5179521+00:00"
"583","55642","fraud","95.35","COP","lost","2026-07-12T08:47:46.5259832+00:00"
"584","13053","duplicate","73.16","USD","open","2026-08-05T10:31:46.5259832+00:00"
"585","66159","fraud","47.1","USD","open","2026-07-16T23:20:46.5259832+00:00"
"586","236078","service_not_received","110.58","USD","lost","2026-07-26T17:45:46.5259832+00:00"
"587","180927","service_not_received","71.79","COP","open","2026-07-04T20:40:46.5259832+00:00"
"588","57109","duplicate","6.26","USD","won","2026-08-09T14:05:46.5259832+00:00"
"589","10313","duplicate","45.18","COP","won","2026-06-23T10:29:46.5259832+00:00"
"590","117568","unauthorized","142.44","USD","lost","2026-08-13T04:30:46.5259832+00:00"
"591","97702","fraud","84.21","MXN","lost","2026-07-17T07:39:46.5259832+00:00"
"592","79858","unauthorized","123.24","COP","won","2026-07-13T08:24:46.5259832+00:00"
"593","139256","service_not_received","31.91","MXN","open","2026-08-06T14:23:46.5259832+00:00"
"594","117726","unauthorized","34.23","MXN","lost","2026-07-14T02:02:46.5259832+00:00"
"595","242573","duplicate","102.18","MXN","won","2026-07-06T09:40:46.5259832+00:00"
"596","2419","unauthorized","65.05","MXN","open","2026-07-23T12:18:46.5259832+00:00"
"597","119678","fraud","99.97","USD","lost","2026-06-20T02:59:46.5259832+00:00"
"598","249942","unauthorized","136.02","USD","won","2026-06-27T22:26:46.5259832+00:00"
"599","48597","service_not_received","120.03","USD","lost","2026-06-27T12:20:46.5259832+00:00"
"600","90780","service_not_received","77.82","MXN","lost","2026-07-20T01:08:46.5259832+00:00"
"601","160318","duplicate","6.27","MXN","lost","2026-07-29T10:10:46.5259832+00:00"
"602","197795","duplicate","68.76","COP","lost","2026-08-02T13:01:46.5259832+00:00"
"603","11288","service_not_received","58.14","MXN","won","2026-06-22T17:34:46.5259832+00:00"
"604","11580","unauthorized","133.67","USD","won","2026-08-07T07:39:46.5259832+00:00"
"605","33675","unauthorized","57.23","COP","lost","2026-08-13T21:19:46.5259832+00:00"
"606","117862","unauthorized","63.07","MXN","won","2026-08-03T16:05:46.5259832+00:00"
"607","132715","duplicate","49.21","USD","open","2026-08-08T07:28:46.5259832+00:00"
"608","105916","duplicate","88.07","USD","won","2026-06-20T03:34:46.5259832+00:00"
"609","33081","unauthorized","109.95","COP","lost","2026-08-10T09:13:46.5259832+00:00"
"610","229401","service_not_received","146.67","COP","won","2026-07-21T12:23:46.5259832+00:00"
"611","202559","unauthorized","105.87","USD","lost","2026-08-04T07:13:46.5259832+00:00"
"612","132785","service_not_received","88.47","MXN","won","2026-07-11T06:41:46.5259832+00:00"
"613","75546","unauthorized","49.92","MXN","won","2026-08-15T12:47:46.5259832+00:00"
"614","17087","duplicate","33.1","MXN","open","2026-07-20T12:13:46.5259832+00:00"
"615","65350","unauthorized","50.19","MXN","open","2026-07-26T23:17:46.5259832+00:00"
"616","142458","unauthorized","63.39","USD","won","2026-06-29T05:54:46.5259832+00:00"
"617","31725","duplicate","85.01","COP","open","2026-07-11T10:26:46.5259832+00:00"
"618","166886","duplicate","13.13","MXN","open","2026-07-03T23:08:46.5259832+00:00"
"619","131724","service_not_received","31.28","COP","won","2026-07-05T11:14:46.5259832+00:00"
"620","30718","duplicate","140.58","COP","lost","2026-06-25T20:56:46.5259832+00:00"
"621","232798","unauthorized","75.72","COP","lost","2026-07-25T21:33:46.5259832+00:00"
"622","146510","service_not_received","146.74","COP","open","2026-08-09T20:21:46.5259832+00:00"
"623","11691","duplicate","111.28","COP","won","2026-07-07T17:47:46.5259832+00:00"
"624","76047","service_not_received","94.03","COP","lost","2026-07-23T14:23:46.5259832+00:00"
"625","132517","unauthorized","93.57","USD","open","2026-08-19T15:02:46.5259832+00:00"
"626","212001","service_not_received","24.5","COP","lost","2026-08-06T01:11:46.5259832+00:00"
"627","154071","fraud","110.42","USD","open","2026-06-29T02:56:46.5259832+00:00"
"628","2494","fraud","65.09","USD","lost","2026-08-16T19:01:46.5259832+00:00"
"629","130792","fraud","68.92","MXN","won","2026-07-09T03:08:46.5259832+00:00"
"630","73473","service_not_received","20.25","USD","won","2026-08-10T02:04:46.5295556+00:00"
"631","8090","service_not_received","22.11","MXN","lost","2026-07-04T00:28:46.5295556+00:00"
"632","69225","duplicate","22.5","USD","won","2026-07-04T08:21:46.5295556+00:00"
"633","166179","unauthorized","39.79","MXN","lost","2026-08-13T05:14:46.5295556+00:00"
"634","142572","service_not_received","6.21","MXN","lost","2026-07-22T00:18:46.5295556+00:00"
"635","123365","duplicate","46.71","USD","lost","2026-08-01T05:23:46.5295556+00:00"
"636","141678","service_not_received","35.94","USD","won","2026-07-27T05:37:46.5295556+00:00"
"637","70096","duplicate","67.83","MXN","lost","2026-08-17T08:14:46.5295556+00:00"
"638","50084","fraud","8.25","USD","lost","2026-08-13T17:20:46.5295556+00:00"
"639","181937","duplicate","101.65","USD","won","2026-08-08T19:48:46.5295556+00:00"
"640","141258","duplicate","5.84","USD","lost","2026-08-02T07:59:46.5295556+00:00"
"641","64942","duplicate","42.89","MXN","open","2026-08-14T17:42:46.5295556+00:00"
"642","5613","duplicate","143.04","COP","open","2026-07-26T15:41:46.5307261+00:00"
"643","198000","duplicate","66.6","USD","lost","2026-08-09T15:03:46.5307261+00:00"
"644","107423","fraud","6.95","MXN","open","2026-08-03T15:15:46.5307261+00:00"
"645","205268","unauthorized","115.57","USD","lost","2026-07-17T20:31:46.5307261+00:00"
"646","83284","fraud","40.87","USD","open","2026-08-11T15:00:46.5307261+00:00"
"647","111943","service_not_received","39.32","MXN","lost","2026-08-15T05:04:46.5307261+00:00"
"648","102794","fraud","5.09","COP","open","2026-07-21T05:25:46.5307261+00:00"
