"settlement_id","payment_id","processor","gross_amount","processor_fee","net_amount","currency","settlement_status","settled_at"
"2751","73806","adyen","16.46","0.54","15.92","COP","settled","2026-07-25T20:24:43.7842295+00:00"
"2752","153948","adyen","123.47","4.71","118.76","USD","pending","2026-08-13T17:40:43.7842295+00:00"
"2753","135885","paypal","79.39","2.42","76.97","USD","settled","2026-07-20T11:57:43.7842295+00:00"
"2754","233923","adyen","15.32","0.36","14.96","MXN","settled","2026-08-05T06:02:43.7842295+00:00"
"2755","8038","stripe","92.85","3.6","89.25","MXN","settled","2026-08-10T19:57:43.7842295+00:00"
"2756","240956","adyen","145.58","5.82","139.76","MXN","pending","2026-08-08T06:06:43.7842295+00:00"
"2757","241025","paypal","70.68","2.58","68.1","MXN","settled","2026-08-15T19:24:43.7842295+00:00"
"2758","146361","adyen","16.38","0.45","15.93","COP","pending","2026-07-25T12:50:43.7842295+00:00"
"2759","139351","paypal","79.26","3.12","76.14","MXN","settled","2026-08-04T15:55:43.7842295+00:00"
"2760","53951","adyen","67.05","2.24","64.81","USD","settled","2026-08-06T03:11:43.7842295+00:00"
"2761","72815","stripe","19.79","0.47","19.32","COP","settled","2026-07-26T23:23:43.7842295+00:00"
"2762","209892","stripe","84.53","1.78","82.75","COP","settled","2026-08-03T20:13:43.7842295+00:00"
"2763","20816","adyen","146.14","5.48","140.66","MXN","settled","2026-08-06T18:44:43.7842295+00:00"
"2764","22337","adyen","40.21","1.54","38.67","COP","settled","2026-07-25T03:07:43.7842295+00:00"
"2765","33503","stripe","43.73","1.38","42.35","USD","pending","2026-07-30T23:42:43.7842295+00:00"
"2766","46396","adyen","8.44","0.3","8.14","COP","settled","2026-08-17T07:38:43.7842295+00:00"
"2767","26763","paypal","130.64","4.4","126.24","COP","settled","2026-08-10T23:43:43.7842295+00:00"
"2768","213206","adyen","73.79","2.32","71.47","MXN","settled","2026-08-13T07:36:43.7842295+00:00"
"2769","88578","paypal","121.85","4.28","117.57","COP","settled","2026-07-21T10:18:43.7842295+00:00"
"2770","167222","adyen","103.02","2.9","100.12","USD","settled","2026-07-22T22:29:43.7842295+00:00"
"2771","89107","adyen","56.85","1.58","55.27","USD","settled","2026-08-04T21:58:43.7962945+00:00"
"2772","223179","adyen","84.06","2.78","81.28","USD","settled","2026-07-25T22:37:43.7962945+00:00"
"2773","193838","paypal","23.57","0.51","23.06","COP","settled","2026-08-14T02:09:43.7962945+00:00"
"2774","7812","paypal","45.16","1.06","44.1","COP","settled","2026-08-05T20:09:43.7962945+00:00"
"2775","40976","stripe","123.98","4.45","119.53","MXN","settled","2026-08-02T14:29:43.7962945+00:00"
"2776","51198","paypal","11.14","0.33","10.81","COP","settled","2026-08-17T13:34:43.7962945+00:00"
"2777","150896","paypal","66.36","2.02","64.34","MXN","settled","2026-08-03T05:39:43.7962945+00:00"
"2778","4978","stripe","141.45","5.05","136.4","USD","settled","2026-08-05T00:16:43.7962945+00:00"
"2779","188482","stripe","84.82","2.73","82.09","MXN","pending","2026-07-19T16:36:43.7962945+00:00"
"2780","131555","adyen","18.19","0.54","17.65","COP","settled","2026-08-17T19:43:43.7962945+00:00"
"2781","122403","adyen","67.26","1.98","65.28","COP","settled","2026-08-04T04:03:43.7962945+00:00"
"2782","223899","stripe","33.99","1.27","32.72","MXN","settled","2026-07-29T08:36:43.7962945+00:00"
"2783","244967","paypal","83.75","1.75","82","COP","settled","2026-07-23T16:49:43.7962945+00:00"
"2784","2818","stripe","67.14","1.42","65.72","COP","settled","2026-07-22T16:58:43.7962945+00:00"
"2785","104746","adyen","58.53","2.16","56.37","MXN","pending","2026-07-30T14:23:43.7962945+00:00"
"2786","172286","stripe","59.16","1.9","57.26","COP","settled","2026-08-16T14:51:43.7962945+00:00"
"2787","99456","stripe","113.48","3.79","109.69","MXN","settled","2026-07-27T05:03:43.7962945+00:00"
"2788","12347","adyen","116.2","2.92","113.28","USD","settled","2026-07-21T09:13:43.7962945+00:00"
"2789","176306","stripe","71.84","2.86","68.98","USD","settled","2026-08-01T12:32:43.7962945+00:00"
"2790","183845","adyen","103.62","3.17","100.45","USD","pending","2026-08-19T04:57:43.7962945+00:00"
"2791","132151","stripe","50.12","1.84","48.28","COP","settled","2026-07-27T01:51:43.7962945+00:00"
"2792","131211","stripe","26.66","0.59","26.07","MXN","settled","2026-07-31T06:32:43.7962945+00:00"
"2793","77776","paypal","34.47","1.16","33.31","MXN","settled","2026-08-17T15:20:43.7962945+00:00"
"2794","143516","adyen","85.3","2.97","82.33","MXN","pending","2026-08-10T05:12:43.7962945+00:00"
"2795","27005","paypal","86.4","2.93","83.47","MXN","settled","2026-08-08T15:09:43.7962945+00:00"
"2796","128237","paypal","100.65","2.64","98.01","COP","settled","2026-08-11T22:52:43.7962945+00:00"
"2797","133427","adyen","83.93","3","80.93","USD","settled","2026-08-12T12:05:43.7962945+00:00"
"2798","142619","adyen","23.68","0.77","22.91","COP","pending","2026-07-30T03:19:43.7962945+00:00"
"2799","231641","stripe","58.26","2.04","56.22","MXN","settled","2026-08-09T02:48:43.7962945+00:00"
"2800","126844","stripe","101.96","3.42","98.54","USD","pending","2026-08-04T21:16:43.7962945+00:00"
"2801","43906","paypal","96.71","2.9","93.81","COP","settled","2026-08-07T20:14:43.7962945+00:00"
"2802","96056","adyen","30.23","1.15","29.08","USD","settled","2026-07-26T08:49:43.7962945+00:00"
"2803","133977","stripe","48.13","1.86","46.27","USD","settled","2026-08-06T22:39:43.7962945+00:00"
"2804","98805","paypal","71.71","2.83","68.88","COP","pending","2026-08-18T04:17:43.7962945+00:00"
"2805","84102","adyen","147.3","4.87","142.43","COP","pending","2026-08-02T16:46:43.7962945+00:00"
"2806","115212","stripe","23.61","0.67","22.94","USD","pending","2026-08-04T17:41:43.7962945+00:00"
"2807","239258","stripe","128.81","3.88","124.93","MXN","pending","2026-07-25T16:49:43.7962945+00:00"
"2808","239363","paypal","85.84","2.26","83.58","MXN","pending","2026-08-04T05:50:43.7962945+00:00"
"2809","172664","stripe","14.32","0.41","13.91","COP","settled","2026-08-15T17:34:43.7962945+00:00"
"2810","18953","stripe","18.04","0.41","17.63","MXN","pending","2026-08-04T13:32:43.7962945+00:00"
"2811","93009","adyen","53","1.51","51.49","COP","pending","2026-08-05T02:45:43.7962945+00:00"
"2812","19146","paypal","84.49","3.03","81.46","COP","pending","2026-08-03T21:17:43.7962945+00:00"
"2813","11695","adyen","125.67","2.68","122.99","COP","settled","2026-08-06T23:16:43.8000584+00:00"
"2814","49639","adyen","125.03","2.98","122.05","MXN","settled","2026-08-16T14:02:43.8000584+00:00"
"2815","225934","adyen","9.04","0.25","8.79","MXN","settled","2026-07-27T15:47:43.8000584+00:00"
"2816","200565","stripe","64.09","1.64","62.45","MXN","settled","2026-08-19T05:54:43.8000584+00:00"
"2817","141325","paypal","9.72","0.28","9.44","USD","pending","2026-07-20T09:25:43.8000584+00:00"
"2818","53399","adyen","101.78","2.32","99.46","MXN","settled","2026-07-28T01:25:43.8000584+00:00"
"2819","127583","paypal","76.95","1.81","75.14","MXN","pending","2026-08-12T01:52:43.8000584+00:00"
"2820","152605","adyen","137.34","3.32","134.02","MXN","pending","2026-07-20T03:04:43.8000584+00:00"
"2821","175564","adyen","19.18","0.68","18.5","MXN","settled","2026-08-05T02:48:43.8000584+00:00"
"2822","61246","adyen","42.75","1.59","41.16","MXN","settled","2026-07-24T03:12:43.8000584+00:00"
"2823","20088","adyen","107.5","3.12","104.38","MXN","settled","2026-07-29T06:48:43.8000584+00:00"
"2824","135222","stripe","94.36","2.42","91.94","MXN","pending","2026-08-01T15:39:43.8000584+00:00"
"2825","245320","paypal","23.22","0.9","22.32","MXN","settled","2026-08-02T16:49:43.8000584+00:00"
"2826","108201","stripe","8.32","0.23","8.09","COP","pending","2026-07-19T18:18:43.8000584+00:00"
"2827","159155","stripe","28.41","0.87","27.54","COP","settled","2026-08-17T17:14:43.8000584+00:00"
"2828","17666","paypal","13.96","0.48","13.48","COP","settled","2026-08-03T19:46:43.8000584+00:00"
"2829","4480","adyen","48.3","1.26","47.04","USD","settled","2026-08-09T09:48:43.8000584+00:00"
"2830","249172","adyen","54.75","2.05","52.7","USD","settled","2026-08-14T16:17:43.8000584+00:00"
"2831","244571","paypal","134.35","3.85","130.5","COP","settled","2026-08-16T05:14:43.8000584+00:00"
"2832","154698","paypal","85.3","1.77","83.53","COP","pending","2026-08-04T16:32:43.8000584+00:00"
"2833","136245","paypal","36.78","0.85","35.93","COP","settled","2026-07-25T15:35:43.8000584+00:00"
"2834","14545","stripe","99.77","3.74","96.03","COP","settled","2026-07-30T03:11:43.8000584+00:00"
"2835","239434","paypal","40.65","1.26","39.39","USD","settled","2026-07-30T22:27:43.8000584+00:00"
"2836","81322","paypal","28.84","0.95","27.89","COP","settled","2026-08-19T01:25:43.8000584+00:00"
"2837","179514","paypal","7.8","0.18","7.62","COP","settled","2026-07-22T14:21:43.8000584+00:00"
"2838","14646","stripe","82.26","2.97","79.29","USD","settled","2026-07-23T03:26:43.8000584+00:00"
"2839","15957","adyen","109.3","4.17","105.13","USD","settled","2026-07-28T04:17:43.8000584+00:00"
"2840","231901","adyen","13.92","0.48","13.44","USD","settled","2026-08-10T17:39:43.8000584+00:00"
"2841","209332","paypal","144.23","3.69","140.54","COP","settled","2026-07-27T02:58:43.8000584+00:00"
"2842","224401","adyen","49.77","1.98","47.79","USD","settled","2026-08-04T17:17:43.8000584+00:00"
"2843","209706","stripe","22.75","0.77","21.98","USD","settled","2026-07-24T16:10:43.8000584+00:00"
"2844","22725","adyen","62.28","1.82","60.46","COP","settled","2026-07-30T14:36:43.8000584+00:00"
"2845","112716","adyen","36.12","1.3","34.82","COP","settled","2026-07-23T20:59:43.8000584+00:00"
"2846","221343","stripe","70.64","2.77","67.87","USD","settled","2026-08-10T05:20:43.8000584+00:00"
"2847","201081","paypal","110.41","3.74","106.67","USD","pending","2026-08-11T00:58:43.8000584+00:00"
"2848","182153","paypal","41.21","1.29","39.92","COP","settled","2026-07-24T15:26:43.8000584+00:00"
"2849","16922","paypal","33.48","0.85","32.63","USD","settled","2026-08-09T17:38:43.8000584+00:00"
"2850","6326","stripe","120.65","2.92","117.73","MXN","settled","2026-08-06T19:50:43.8000584+00:00"
"2851","216646","paypal","99.78","2.38","97.4","MXN","settled","2026-08-02T13:35:43.8000584+00:00"
"2852","151477","paypal","23.68","0.78","22.9","MXN","settled","2026-08-07T10:55:43.8000584+00:00"
"2853","135423","stripe","127.18","3.72","123.46","MXN","settled","2026-08-07T09:18:43.8000584+00:00"
"2854","243936","stripe","62.61","2.37","60.24","MXN","pending","2026-07-27T16:47:43.8000584+00:00"
"2855","134701","stripe","35.01","1.28","33.73","MXN","settled","2026-07-23T23:21:43.8000584+00:00"
"2856","220151","stripe","20.58","0.56","20.02","COP","settled","2026-08-16T20:08:43.8000584+00:00"
"2857","217672","stripe","93.29","2.18","91.11","MXN","settled","2026-08-09T02:26:43.8000584+00:00"
"2858","172458","paypal","55.01","1.97","53.04","USD","settled","2026-07-25T20:09:43.8000584+00:00"
"2859","101621","stripe","70.78","2.03","68.75","MXN","pending","2026-08-11T04:01:43.8000584+00:00"
"2860","123821","paypal","138.71","4.05","134.66","USD","settled","2026-07-21T19:46:43.8000584+00:00"
"2861","51832","paypal","66.14","2.33","63.81","COP","pending","2026-08-06T12:48:43.8000584+00:00"
"2862","6570","paypal","30.78","1.17","29.61","USD","settled","2026-08-16T00:44:43.8000584+00:00"
"2863","147023","adyen","86.29","2.08","84.21","COP","pending","2026-07-20T20:30:43.8000584+00:00"
"2864","64528","stripe","139.88","3.22","136.66","COP","settled","2026-08-18T02:43:43.8000584+00:00"
"2865","64282","adyen","104.08","3.52","100.56","COP","settled","2026-08-06T10:48:43.8000584+00:00"
"2866","61361","adyen","87.28","2.88","84.4","MXN","settled","2026-08-18T07:53:43.8000584+00:00"
"2867","45541","paypal","124.22","3.89","120.33","COP","pending","2026-08-14T11:56:43.8000584+00:00"
"2868","52377","adyen","107.07","2.99","104.08","COP","settled","2026-07-29T19:11:43.8000584+00:00"
"2869","181945","paypal","148.28","4.99","143.29","COP","settled","2026-08-01T22:54:43.8000584+00:00"
"2870","840","adyen","132.61","3.41","129.2","USD","settled","2026-08-16T19:24:43.8000584+00:00"
"2871","216697","paypal","64.84","2.49","62.35","MXN","settled","2026-08-19T10:38:43.8000584+00:00"
"2872","239451","paypal","108.07","3.66","104.41","COP","pending","2026-08-02T08:49:43.8000584+00:00"
"2873","149193","paypal","37.14","1.38","35.76","USD","settled","2026-07-30T11:52:43.8000584+00:00"
"2874","236199","paypal","91.09","2.6","88.49","MXN","settled","2026-07-20T21:43:43.8000584+00:00"
"2875","13234","paypal","144.71","4.54","140.17","COP","pending","2026-08-17T02:09:43.8000584+00:00"
"2876","143237","adyen","12.05","0.28","11.77","USD","pending","2026-08-16T04:31:43.8000584+00:00"
"2877","223413","paypal","138.21","3.12","135.09","USD","settled","2026-08-07T14:32:43.8000584+00:00"
"2878","26297","paypal","6.13","0.15","5.98","USD","pending","2026-08-09T03:48:43.8000584+00:00"
"2879","194668","stripe","94.44","2.4","92.04","COP","settled","2026-08-18T14:02:43.8000584+00:00"
"2880","35954","adyen","68.87","2.12","66.75","COP","pending","2026-08-08T14:18:43.8000584+00:00"
"2881","79616","stripe","29.74","1.11","28.63","MXN","pending","2026-08-14T16:34:43.8000584+00:00"
"2882","186222","stripe","133.67","2.77","130.9","USD","settled","2026-08-01T08:17:43.8000584+00:00"
"2883","94034","adyen","118.81","2.51","116.3","COP","settled","2026-08-16T09:32:43.8000584+00:00"
"2884","20762","stripe","97.48","2.26","95.22","USD","pending","2026-08-17T15:49:43.8000584+00:00"
"2885","122665","adyen","71.31","1.49","69.82","COP","pending","2026-08-17T09:57:43.8000584+00:00"
"2886","22422","paypal","141.47","3.6","137.87","COP","settled","2026-08-16T16:54:43.8000584+00:00"
"2887","201424","paypal","131.41","3.48","127.93","USD","settled","2026-08-11T14:49:43.8000584+00:00"
"2888","108887","stripe","68.99","2.15","66.84","USD","settled","2026-08-13T13:18:43.8000584+00:00"
"2889","206742","stripe","148.23","5.36","142.87","MXN","settled","2026-07-26T15:50:43.8000584+00:00"
"2890","88290","adyen","19.53","0.69","18.84","USD","settled","2026-07-29T10:01:43.8000584+00:00"
"2891","2997","paypal","97.26","2.44","94.82","USD","pending","2026-08-03T00:19:43.8000584+00:00"
"2892","161052","stripe","7.07","0.26","6.81","COP","settled","2026-07-30T09:10:43.8000584+00:00"
"2893","114235","paypal","96.13","2.91","93.22","USD","settled","2026-07-19T18:13:43.8000584+00:00"
"2894","141954","stripe","121.38","2.97","118.41","MXN","pending","2026-08-19T11:41:43.8000584+00:00"
"2895","152657","paypal","17.67","0.66","17.01","MXN","settled","2026-07-28T13:09:43.8000584+00:00"
"2896","125072","stripe","38.53","1.03","37.5","COP","pending","2026-08-09T10:30:43.8000584+00:00"
"2897","158402","stripe","41.06","1.3","39.76","COP","settled","2026-07-19T16:19:43.8000584+00:00"
"2898","155995","paypal","67.43","2.21","65.22","USD","settled","2026-08-11T14:59:43.8000584+00:00"
"2899","34061","paypal","88.76","3.53","85.23","USD","pending","2026-08-15T04:29:43.8000584+00:00"
"2900","153060","stripe","83.16","3.04","80.12","COP","settled","2026-08-14T07:12:43.8000584+00:00"
"2901","222890","adyen","81.77","2.18","79.59","COP","settled","2026-07-24T13:26:43.8000584+00:00"
"2902","94768","paypal","79.7","1.78","77.92","COP","pending","2026-07-26T10:30:43.8000584+00:00"
"2903","165797","paypal","125.22","3","122.22","COP","settled","2026-08-02T07:44:43.8000584+00:00"
"2904","4610","adyen","56.94","1.79","55.15","COP","settled","2026-08-01T06:38:43.8000584+00:00"
"2905","210471","stripe","78.03","2.62","75.41","COP","pending","2026-08-14T21:11:43.8000584+00:00"
"2906","139954","paypal","125.87","4.48","121.39","MXN","settled","2026-08-05T03:37:43.8000584+00:00"
"2907","190333","stripe","32.96","1.06","31.9","USD","settled","2026-08-11T19:26:43.8000584+00:00"
"2908","40365","adyen","132.84","4.56","128.28","USD","settled","2026-08-06T17:27:43.8000584+00:00"
"2909","245945","stripe","55.45","2.09","53.36","MXN","settled","2026-08-09T16:37:43.8000584+00:00"
"2910","162690","paypal","20.91","0.79","20.12","USD","settled","2026-08-12T19:58:43.8000584+00:00"
"2911","228484","stripe","119.15","3.39","115.76","USD","settled","2026-08-11T16:16:43.8000584+00:00"
"2912","62267","adyen","32.88","1.09","31.79","MXN","settled","2026-07-22T04:59:43.8000584+00:00"
"2913","164624","adyen","81.79","2.7","79.09","COP","settled","2026-07-20T01:26:43.8000584+00:00"
"2914","212548","adyen","39.56","1.47","38.09","USD","settled","2026-08-13T05:00:43.8000584+00:00"
"2915","72430","paypal","126.26","3.22","123.04","COP","settled","2026-08-12T14:22:43.8000584+00:00"
"2916","219977","adyen","42.02","1.35","40.67","COP","settled","2026-08-17T02:51:43.8000584+00:00"
"2917","132994","stripe","70.26","1.46","68.8","USD","settled","2026-08-08T06:24:43.8000584+00:00"
"2918","9386","stripe","121.63","2.5","119.13","USD","settled","2026-08-08T00:30:43.8000584+00:00"
"2919","225288","stripe","132.68","4.07","128.61","USD","settled","2026-08-10T13:49:43.8000584+00:00"
"2920","32155","stripe","78.44","1.96","76.48","MXN","settled","2026-08-18T00:07:43.8000584+00:00"
"2921","28986","paypal","143.76","4.85","138.91","MXN","settled","2026-07-26T11:54:43.8000584+00:00"
"2922","192509","adyen","87.13","1.85","85.28","COP","settled","2026-07-23T11:30:43.8000584+00:00"
"2923","193712","adyen","66.5","1.64","64.86","USD","settled","2026-08-15T10:17:43.8000584+00:00"
"2924","127301","adyen","107.42","3.13","104.29","USD","settled","2026-07-20T09:28:43.8000584+00:00"
"2925","242640","paypal","20.4","0.6","19.8","USD","settled","2026-08-06T03:36:43.8000584+00:00"
"2926","69379","paypal","84.34","2.6","81.74","MXN","settled","2026-07-21T09:55:43.8000584+00:00"
"2927","201406","adyen","115.39","4.42","110.97","MXN","settled","2026-07-28T09:39:43.8000584+00:00"
"2928","199803","adyen","56.88","1.46","55.42","MXN","settled","2026-07-29T19:04:43.8000584+00:00"
"2929","47034","stripe","128.43","2.83","125.6","COP","settled","2026-08-04T19:28:43.8000584+00:00"
"2930","84662","stripe","92.83","2.32","90.51","MXN","settled","2026-08-11T11:39:43.8000584+00:00"
"2931","193067","stripe","51.27","1.49","49.78","USD","settled","2026-08-04T01:00:43.8000584+00:00"
"2932","66275","paypal","113.35","4.42","108.93","USD","settled","2026-08-17T21:45:43.8000584+00:00"
"2933","35175","adyen","89.87","3.3","86.57","USD","pending","2026-08-05T06:29:43.8000584+00:00"
"2934","63265","stripe","76.96","2.92","74.04","USD","settled","2026-08-12T18:34:43.8000584+00:00"
"2935","158521","stripe","130.83","4.34","126.49","COP","settled","2026-08-08T11:02:43.8000584+00:00"
"2936","187436","paypal","77.78","2.12","75.66","USD","settled","2026-07-31T12:34:43.8000584+00:00"
"2937","165677","paypal","60.02","1.38","58.64","COP","pending","2026-08-08T10:01:43.8000584+00:00"
"2938","66418","adyen","5.49","0.16","5.33","MXN","settled","2026-07-20T05:16:43.8000584+00:00"
"2939","186961","adyen","17.04","0.64","16.4","USD","pending","2026-07-29T23:16:43.8000584+00:00"
"2940","77613","stripe","86.26","2.17","84.09","MXN","settled","2026-07-25T03:39:43.8000584+00:00"
"2941","108032","paypal","144.79","2.91","141.88","COP","settled","2026-08-15T13:57:43.8000584+00:00"
"2942","154098","stripe","36.97","1.38","35.59","COP","pending","2026-07-25T20:06:43.8000584+00:00"
"2943","179444","stripe","21.81","0.59","21.22","USD","settled","2026-07-22T14:28:43.8000584+00:00"
"2944","219626","adyen","14.6","0.4","14.2","COP","settled","2026-07-24T03:42:43.8000584+00:00"
"2945","222516","adyen","134.04","3.75","130.29","MXN","pending","2026-07-28T14:40:43.8000584+00:00"
"2946","5474","adyen","49.72","1.83","47.89","MXN","pending","2026-08-18T13:44:43.8000584+00:00"
"2947","40193","paypal","38.37","1.5","36.87","COP","settled","2026-07-27T10:08:43.8000584+00:00"
"2948","214068","paypal","35.93","1.09","34.84","USD","settled","2026-08-08T18:11:43.8000584+00:00"
"2949","165787","adyen","48.02","1.66","46.36","MXN","pending","2026-07-29T18:24:43.8000584+00:00"
"2950","214126","adyen","67.38","2.25","65.13","MXN","settled","2026-07-29T23:51:43.8000584+00:00"
"2951","126486","paypal","10.6","0.41","10.19","MXN","settled","2026-07-21T18:19:43.8000584+00:00"
"2952","242294","adyen","40.74","0.94","39.8","USD","settled","2026-07-26T07:21:43.8000584+00:00"
"2953","175042","stripe","114.43","4.03","110.4","USD","settled","2026-07-23T18:19:43.8000584+00:00"
"2954","89709","paypal","44.51","1.64","42.87","USD","settled","2026-07-23T19:17:43.8000584+00:00"
"2955","9325","adyen","133.37","4.36","129.01","MXN","settled","2026-08-15T23:31:43.8000584+00:00"
"2956","149053","stripe","33.59","0.89","32.7","COP","pending","2026-07-25T16:13:43.8000584+00:00"
"2957","136888","paypal","77.59","2.88","74.71","COP","pending","2026-08-11T02:33:43.8000584+00:00"
"2958","247139","paypal","11.2","0.26","10.94","COP","settled","2026-07-31T21:40:43.8000584+00:00"
"2959","45008","stripe","18.11","0.46","17.65","COP","settled","2026-08-07T09:27:43.8000584+00:00"
"2960","130402","paypal","30.51","0.91","29.6","USD","settled","2026-08-03T08:49:43.8000584+00:00"
"2961","4984","paypal","27.4","1.08","26.32","MXN","pending","2026-07-20T12:30:43.8000584+00:00"
"2962","125601","stripe","135","3.8","131.2","MXN","settled","2026-08-04T01:17:43.8000584+00:00"
"2963","168873","adyen","59.4","1.92","57.48","MXN","settled","2026-08-17T22:47:43.8000584+00:00"
"2964","30297","stripe","24.15","0.92","23.23","USD","settled","2026-07-22T01:33:43.8000584+00:00"
"2965","128811","stripe","49.95","1.75","48.2","USD","pending","2026-07-24T18:47:43.8000584+00:00"
"2966","73793","adyen","72.35","2.32","70.03","MXN","settled","2026-08-10T19:13:43.8000584+00:00"
"2967","180742","stripe","99.95","3.38","96.57","COP","settled","2026-08-01T19:10:43.8000584+00:00"
"2968","189653","paypal","77.75","2.67","75.08","USD","pending","2026-08-05T16:52:43.8000584+00:00"
"2969","32306","paypal","56.39","1.34","55.05","MXN","settled","2026-08-10T21:53:43.8000584+00:00"
"2970","193034","adyen","101.7","3.62","98.08","COP","settled","2026-08-03T10:13:43.8000584+00:00"
"2971","228682","stripe","31.5","0.94","30.56","COP","settled","2026-07-27T14:45:43.8000584+00:00"
"2972","163641","adyen","56.07","1.5","54.57","USD","settled","2026-08-11T12:40:43.8000584+00:00"
"2973","190166","stripe","130.64","2.94","127.7","USD","settled","2026-08-09T21:58:43.8000584+00:00"
"2974","54970","adyen","64.57","2.28","62.29","MXN","pending","2026-08-18T03:21:43.8000584+00:00"
"2975","197535","paypal","146.51","4.68","141.83","USD","settled","2026-08-15T01:45:43.8000584+00:00"
"2976","235804","adyen","25.95","0.85","25.1","USD","settled","2026-07-24T21:49:43.8000584+00:00"
"2977","203510","adyen","117.5","2.63","114.87","COP","pending","2026-08-16T03:30:43.8137291+00:00"
"2978","162831","adyen","43.6","1.68","41.92","MXN","settled","2026-08-02T05:00:43.8137291+00:00"
"2979","224140","paypal","135.2","4.78","130.42","USD","settled","2026-07-31T07:31:43.8137291+00:00"
"2980","139417","stripe","122.36","3.23","119.13","MXN","settled","2026-08-02T10:25:43.8137291+00:00"
"2981","171568","adyen","53.99","1.23","52.76","COP","settled","2026-07-26T04:49:43.8137291+00:00"
"2982","121273","stripe","80.68","2.51","78.17","COP","settled","2026-08-04T17:18:43.8137291+00:00"
"2983","143086","adyen","26.2","0.93","25.27","COP","settled","2026-08-09T02:26:43.8137291+00:00"
"2984","85722","stripe","77.1","2.65","74.45","COP","settled","2026-07-25T19:02:43.8137291+00:00"
"2985","4919","stripe","44.05","1.02","43.03","COP","settled","2026-08-16T12:19:43.8137291+00:00"
"2986","22153","paypal","68.17","2.68","65.49","COP","settled","2026-07-25T16:05:43.8137291+00:00"
"2987","240385","adyen","7.91","0.24","7.67","USD","settled","2026-07-25T05:10:43.8137291+00:00"
"2988","157630","stripe","37.89","1.27","36.62","MXN","pending","2026-08-04T05:29:43.8137291+00:00"
"2989","173918","stripe","57.23","1.45","55.78","MXN","settled","2026-07-31T11:01:43.8137291+00:00"
"2990","192021","stripe","98.08","3.52","94.56","MXN","pending","2026-08-10T20:18:43.8137291+00:00"
"2991","152522","paypal","56.21","2.21","54","MXN","settled","2026-08-03T04:14:43.8137291+00:00"
"2992","42989","paypal","134.45","2.94","131.51","USD","settled","2026-07-22T13:31:43.8137291+00:00"
"2993","202597","paypal","107.06","3.12","103.94","USD","settled","2026-08-19T14:21:43.8137291+00:00"
"2994","48226","paypal","80.71","2.87","77.84","COP","settled","2026-08-15T19:05:43.8137291+00:00"
"2995","176914","paypal","105.99","4.19","101.8","COP","settled","2026-07-27T05:49:43.8137291+00:00"
"2996","9981","adyen","117.58","3.37","114.21","USD","settled","2026-08-13T05:03:43.8137291+00:00"
"2997","99557","paypal","114.76","3","111.76","COP","settled","2026-07-31T07:12:43.8137291+00:00"
"2998","36227","adyen","54.02","2.14","51.88","COP","settled","2026-08-14T10:44:43.8157405+00:00"
"2999","166940","adyen","145.5","5.75","139.75","USD","settled","2026-07-27T16:53:43.8157405+00:00"
"3000","93823","adyen","101.69","2.74","98.95","MXN","settled","2026-08-06T23:02:43.8157405+00:00"
"3001","192832","adyen","122.88","4.24","118.64","USD","settled","2026-08-15T02:03:43.8157405+00:00"
"3002","90795","stripe","72.58","2.76","69.82","MXN","pending","2026-07-22T03:39:43.8157405+00:00"
"3003","35385","paypal","8.88","0.29","8.59","USD","pending","2026-08-18T10:29:43.8157405+00:00"
"3004","150756","adyen","106.73","3.64","103.09","USD","settled","2026-08-13T05:45:43.8157405+00:00"
"3005","172682","adyen","7.65","0.27","7.38","USD","settled","2026-08-04T07:38:43.8157405+00:00"
"3006","96122","adyen","44.87","1.19","43.68","MXN","settled","2026-07-21T09:28:43.8157405+00:00"
"3007","118706","paypal","13.56","0.45","13.11","MXN","pending","2026-07-28T03:16:43.8157405+00:00"
"3008","101974","paypal","125.15","3.25","121.9","COP","pending","2026-08-03T10:39:43.8157405+00:00"
"3009","188158","stripe","86.46","3.1","83.36","USD","pending","2026-08-05T00:11:43.8157405+00:00"
"3010","84390","adyen","33.87","0.8","33.07","MXN","pending","2026-08-04T22:48:43.8157405+00:00"
"3011","191928","paypal","141.96","4.01","137.95","COP","settled","2026-08-01T14:37:43.8157405+00:00"
"3012","56442","adyen","99.11","2.74","96.37","COP","settled","2026-08-01T11:27:43.8157405+00:00"
"3013","224603","paypal","53.7","1.97","51.73","USD","pending","2026-08-19T06:50:43.8157405+00:00"
"3014","180507","adyen","122.07","3.02","119.05","USD","settled","2026-08-01T21:53:43.8157405+00:00"
"3015","25339","stripe","146.6","5.01","141.59","MXN","settled","2026-08-11T11:09:43.8157405+00:00"
"3016","147284","paypal","139.02","3.69","135.33","USD","settled","2026-08-13T02:46:43.8157405+00:00"
"3017","132106","adyen","138.53","4.59","133.94","COP","settled","2026-08-07T18:53:43.8157405+00:00"
"3018","75312","stripe","125.79","3.49","122.3","COP","settled","2026-08-19T04:57:43.8157405+00:00"
"3019","248419","paypal","122.86","4.44","118.42","MXN","settled","2026-07-21T06:42:43.8157405+00:00"
"3020","1792","paypal","127.56","4.58","122.98","USD","settled","2026-07-27T15:19:43.8157405+00:00"
"3021","156692","stripe","97.39","2.34","95.05","COP","settled","2026-07-22T16:46:43.8157405+00:00"
"3022","155428","stripe","58.13","1.24","56.89","COP","settled","2026-08-14T10:24:43.8177485+00:00"
